"filename","country","sex","nutrient"
"bang_w_b12.csv","Bangladesh","Women","Vitamin B12"
"bang_w_calc.csv","Bangladesh","Women","Calcium"
"bang_w_carb.csv","Bangladesh","Women","Carbohydrates"
"bang_w_fat.csv","Bangladesh","Women","Fat"
"bang_w_fola.csv","Bangladesh","Women","Folate"
"bang_w_iron.csv","Bangladesh","Women","Iron"
"bang_w_omega_3.csv","Bangladesh","Women","Omega-3 fatty acids"
"bang_w_protein.csv","Bangladesh","Women","Protein"
"bang_w_ribo.csv","Bangladesh","Women","Riboflavin"
"bang_w_thia.csv","Bangladesh","Women","Thiamine"
"bang_w_vita.csv","Bangladesh","Women","Vitamin A"
"bang_w_vitb6.csv","Bangladesh","Women","Vitamin B6"
"bang_w_vitc.csv","Bangladesh","Women","Vitamin C"
"bang_w_zinc.csv","Bangladesh","Women","Zinc"
"bosnia_m_alcohol.csv","Bosnia","Men","Alcohol"
"bosnia_m_betacarot.csv","Bosnia","Men","beta-Carotene"
"bosnia_m_calc.csv","Bosnia","Men","Calcium"
"bosnia_m_carb.csv","Bosnia","Men","Carbohydrates"
"bosnia_m_cholest.csv","Bosnia","Men","Cholestral"
"bosnia_m_energy.csv","Bosnia","Men","Energy"
"bosnia_m_fat.csv","Bosnia","Men","Fat"
"bosnia_m_fiber.csv","Bosnia","Men","Fiber"
"bosnia_m_fola.csv","Bosnia","Men","Folate"
"bosnia_m_iodine.csv","Bosnia","Men","Iodine"
"bosnia_m_iron.csv","Bosnia","Men","Iron"
"bosnia_m_mg.csv","Bosnia","Men","Magnesium"
"bosnia_m_mufa.csv","Bosnia","Men","???????????"
"bosnia_m_na.csv","Bosnia","Men","???????????"
"bosnia_m_niac.csv","Bosnia","Men","Niacin"
"bosnia_m_omega_3.csv","Bosnia","Men","Omega-3 fatty acids"
"bosnia_m_omega_6.csv","Bosnia","Men","Omega-6 fatty acids"
"bosnia_m_phos.csv","Bosnia","Men","Phosphate"
"bosnia_m_pota.csv","Bosnia","Men","Potassium"
"bosnia_m_protein.csv","Bosnia","Men","Protein"
"bosnia_m_pufa.csv","Bosnia","Men","Polyunsaturated fatty acids"
"bosnia_m_ribo.csv","Bosnia","Men","Riboflavin"
"bosnia_m_satfat.csv","Bosnia","Men","Saturated fat"
"bosnia_m_se.csv","Bosnia","Men","Selenium"
"bosnia_m_sugar.csv","Bosnia","Men","Sugar"
"bosnia_m_thia.csv","Bosnia","Men","Thiamine"
"bosnia_m_vita.csv","Bosnia","Men","Vitamin A"
"bosnia_m_vitb12.csv","Bosnia","Men","Vitamin B12"
"bosnia_m_vitb6.csv","Bosnia","Men","Vitamin B6"
"bosnia_m_vitc.csv","Bosnia","Men","Vitamin C"
"bosnia_m_vitd.csv","Bosnia","Men","Vitamin D"
"bosnia_m_vite.csv","Bosnia","Men","Vitamin E"
"bosnia_m_vitk.csv","Bosnia","Men","Vitamin K"
"bosnia_m_zinc.csv","Bosnia","Men","Zinc"
"bosnia_w_alcohol.csv","Bosnia","Women","Alcohol"
"bosnia_w_betacarot.csv","Bosnia","Women","beta-Carotene"
"bosnia_w_calc.csv","Bosnia","Women","Calcium"
"bosnia_w_carb.csv","Bosnia","Women","Carbohydrates"
"bosnia_w_cholest.csv","Bosnia","Women","Cholestral"
"bosnia_w_energy.csv","Bosnia","Women","Energy"
"bosnia_w_fat.csv","Bosnia","Women","Fat"
"bosnia_w_fiber.csv","Bosnia","Women","Fiber"
"bosnia_w_fola.csv","Bosnia","Women","Folate"
"bosnia_w_iodine.csv","Bosnia","Women","Iodine"
"bosnia_w_iron.csv","Bosnia","Women","Iron"
"bosnia_w_mg.csv","Bosnia","Women","Magnesium"
"bosnia_w_mufa.csv","Bosnia","Women","???????????"
"bosnia_w_na.csv","Bosnia","Women","???????????"
"bosnia_w_niac.csv","Bosnia","Women","Niacin"
"bosnia_w_omega_3.csv","Bosnia","Women","Omega-3 fatty acids"
"bosnia_w_omega_6.csv","Bosnia","Women","Omega-6 fatty acids"
"bosnia_w_phos.csv","Bosnia","Women","Phosphate"
"bosnia_w_pota.csv","Bosnia","Women","Potassium"
"bosnia_w_protein.csv","Bosnia","Women","Protein"
"bosnia_w_pufa.csv","Bosnia","Women","Polyunsaturated fatty acids"
"bosnia_w_ribo.csv","Bosnia","Women","Riboflavin"
"bosnia_w_satfat.csv","Bosnia","Women","Saturated fat"
"bosnia_w_se.csv","Bosnia","Women","Selenium"
"bosnia_w_sugar.csv","Bosnia","Women","Sugar"
"bosnia_w_thia.csv","Bosnia","Women","Thiamine"
"bosnia_w_vita.csv","Bosnia","Women","Vitamin A"
"bosnia_w_vitb12.csv","Bosnia","Women","Vitamin B12"
"bosnia_w_vitb6.csv","Bosnia","Women","Vitamin B6"
"bosnia_w_vitc.csv","Bosnia","Women","Vitamin C"
"bosnia_w_vitd.csv","Bosnia","Women","Vitamin D"
"bosnia_w_vite.csv","Bosnia","Women","Vitamin E"
"bosnia_w_vitk.csv","Bosnia","Women","Vitamin K"
"bosnia_w_zinc.csv","Bosnia","Women","Zinc"
"brazil_m_calc.csv","Brazil","Men","Calcium"
"brazil_m_carb.csv","Brazil","Men","Carbohydrates"
"brazil_m_energy.csv","Brazil","Men","Energy"
"brazil_m_fat.csv","Brazil","Men","Fat"
"brazil_m_fiber.csv","Brazil","Men","Fiber"
"brazil_m_fola.csv","Brazil","Men","Folate"
"brazil_m_iron.csv","Brazil","Men","Iron"
"brazil_m_mg.csv","Brazil","Men","Magnesium"
"brazil_m_mufa.csv","Brazil","Men","???????????"
"brazil_m_na.csv","Brazil","Men","???????????"
"brazil_m_niac.csv","Brazil","Men","Niacin"
"brazil_m_phos.csv","Brazil","Men","Phosphate"
"brazil_m_pota.csv","Brazil","Men","Potassium"
"brazil_m_protein.csv","Brazil","Men","Protein"
"brazil_m_pufa.csv","Brazil","Men","Polyunsaturated fatty acids"
"brazil_m_ribo.csv","Brazil","Men","Riboflavin"
"brazil_m_satfat.csv","Brazil","Men","Saturated fat"
"brazil_m_thia.csv","Brazil","Men","Thiamine"
"brazil_m_vita.csv","Brazil","Men","Vitamin A"
"brazil_m_vitb12.csv","Brazil","Men","Vitamin B12"
"brazil_m_vitb6.csv","Brazil","Men","Vitamin B6"
"brazil_m_vitc.csv","Brazil","Men","Vitamin C"
"brazil_m_zinc.csv","Brazil","Men","Zinc"
"brazil_w_calc.csv","Brazil","Women","Calcium"
"brazil_w_carb.csv","Brazil","Women","Carbohydrates"
"brazil_w_energy.csv","Brazil","Women","Energy"
"brazil_w_fat.csv","Brazil","Women","Fat"
"brazil_w_fiber.csv","Brazil","Women","Fiber"
"brazil_w_fola.csv","Brazil","Women","Folate"
"brazil_w_iron.csv","Brazil","Women","Iron"
"brazil_w_mg.csv","Brazil","Women","Magnesium"
"brazil_w_mufa.csv","Brazil","Women","???????????"
"brazil_w_na.csv","Brazil","Women","???????????"
"brazil_w_niac.csv","Brazil","Women","Niacin"
"brazil_w_phos.csv","Brazil","Women","Phosphate"
"brazil_w_pota.csv","Brazil","Women","Potassium"
"brazil_w_protein.csv","Brazil","Women","Protein"
"brazil_w_pufa.csv","Brazil","Women","Polyunsaturated fatty acids"
"brazil_w_ribo.csv","Brazil","Women","Riboflavin"
"brazil_w_satfat.csv","Brazil","Women","Saturated fat"
"brazil_w_thia.csv","Brazil","Women","Thiamine"
"brazil_w_vita.csv","Brazil","Women","Vitamin A"
"brazil_w_vitb12.csv","Brazil","Women","Vitamin B12"
"brazil_w_vitb6.csv","Brazil","Women","Vitamin B6"
"brazil_w_vitc.csv","Brazil","Women","Vitamin C"
"brazil_w_zinc.csv","Brazil","Women","Zinc"
"bulg_c_b12.csv","Bulgaria","Children","Vitamin B12"
"bulg_c_calc.csv","Bulgaria","Children","Calcium"
"bulg_c_iron.csv","Bulgaria","Children","Iron"
"bulg_c_omega_3.csv","Bulgaria","Children","Omega-3 fatty acids"
"bulg_c_vita.csv","Bulgaria","Children","Vitamin A"
"bulg_c_zinc.csv","Bulgaria","Children","Zinc"
"bulg_m_adsugar.csv","Bulgaria","Men","Added sugar"
"bulg_m_b12.csv","Bulgaria","Men","Vitamin B12"
"bulg_m_betacarot.csv","Bulgaria","Men","beta-Carotene"
"bulg_m_calc.csv","Bulgaria","Men","Calcium"
"bulg_m_carb.csv","Bulgaria","Men","Carbohydrates"
"bulg_m_chol.csv","Bulgaria","Men","Cholestral"
"bulg_m_cu.csv","Bulgaria","Men","Copper"
"bulg_m_energy.csv","Bulgaria","Men","Energy"
"bulg_m_fat.csv","Bulgaria","Men","Fat"
"bulg_m_fiber.csv","Bulgaria","Men","Fiber"
"bulg_m_iod.csv","Bulgaria","Men","Iodine"
"bulg_m_iron.csv","Bulgaria","Men","Iron"
"bulg_m_mg.csv","Bulgaria","Men","Magnesium"
"bulg_m_mufa.csv","Bulgaria","Men","???????????"
"bulg_m_na.csv","Bulgaria","Men","???????????"
"bulg_m_niac.csv","Bulgaria","Men","Niacin"
"bulg_m_omega_3.csv","Bulgaria","Men","Omega-3 fatty acids"
"bulg_m_phos.csv","Bulgaria","Men","Phosphate"
"bulg_m_pota.csv","Bulgaria","Men","Potassium"
"bulg_m_protein.csv","Bulgaria","Men","Protein"
"bulg_m_pufa.csv","Bulgaria","Men","Polyunsaturated fatty acids"
"bulg_m_ribo.csv","Bulgaria","Men","Riboflavin"
"bulg_m_satfat.csv","Bulgaria","Men","Saturated fat"
"bulg_m_se.csv","Bulgaria","Men","Selenium"
"bulg_m_thia.csv","Bulgaria","Men","Thiamine"
"bulg_m_vita.csv","Bulgaria","Men","Vitamin A"
"bulg_m_vitc.csv","Bulgaria","Men","Vitamin C"
"bulg_m_vitd.csv","Bulgaria","Men","Vitamin D"
"bulg_m_vite.csv","Bulgaria","Men","Vitamin E"
"bulg_m_zinc.csv","Bulgaria","Men","Zinc"
"bulg_w_adsugar.csv","Bulgaria","Women","Added sugar"
"bulg_w_b12.csv","Bulgaria","Women","Vitamin B12"
"bulg_w_betacarot.csv","Bulgaria","Women","beta-Carotene"
"bulg_w_calc.csv","Bulgaria","Women","Calcium"
"bulg_w_carb.csv","Bulgaria","Women","Carbohydrates"
"bulg_w_chol.csv","Bulgaria","Women","Cholestral"
"bulg_w_cu.csv","Bulgaria","Women","Copper"
"bulg_w_energy.csv","Bulgaria","Women","Energy"
"bulg_w_fat.csv","Bulgaria","Women","Fat"
"bulg_w_fiber.csv","Bulgaria","Women","Fiber"
"bulg_w_iod.csv","Bulgaria","Women","Iodine"
"bulg_w_iron.csv","Bulgaria","Women","Iron"
"bulg_w_mg.csv","Bulgaria","Women","Magnesium"
"bulg_w_mufa.csv","Bulgaria","Women","???????????"
"bulg_w_na.csv","Bulgaria","Women","???????????"
"bulg_w_niac.csv","Bulgaria","Women","Niacin"
"bulg_w_omega_3.csv","Bulgaria","Women","Omega-3 fatty acids"
"bulg_w_phos.csv","Bulgaria","Women","Phosphate"
"bulg_w_pota.csv","Bulgaria","Women","Potassium"
"bulg_w_protein.csv","Bulgaria","Women","Protein"
"bulg_w_pufa.csv","Bulgaria","Women","Polyunsaturated fatty acids"
"bulg_w_ribo.csv","Bulgaria","Women","Riboflavin"
"bulg_w_satfat.csv","Bulgaria","Women","Saturated fat"
"bulg_w_se.csv","Bulgaria","Women","Selenium"
"bulg_w_thia.csv","Bulgaria","Women","Thiamine"
"bulg_w_vita.csv","Bulgaria","Women","Vitamin A"
"bulg_w_vitc.csv","Bulgaria","Women","Vitamin C"
"bulg_w_vitd.csv","Bulgaria","Women","Vitamin D"
"bulg_w_vite.csv","Bulgaria","Women","Vitamin E"
"bulg_w_zinc.csv","Bulgaria","Women","Zinc"
"burkina_c_b12.csv","Burkina","Children","Vitamin B12"
"burkina_c_calc.csv","Burkina","Children","Calcium"
"burkina_c_iron.csv","Burkina","Children","Iron"
"burkina_c_omega_3.csv","Burkina","Children","Omega-3 fatty acids"
"burkina_c_vita.csv","Burkina","Children","Vitamin A"
"burkina_c_zinc.csv","Burkina","Children","Zinc"
"burkina_m_b12.csv","Burkina","Men","Vitamin B12"
"burkina_m_calc.csv","Burkina","Men","Calcium"
"burkina_m_carb.csv","Burkina","Men","Carbohydrates"
"burkina_m_energy.csv","Burkina","Men","Energy"
"burkina_m_fat.csv","Burkina","Men","Fat"
"burkina_m_fola.csv","Burkina","Men","Folate"
"burkina_m_iron.csv","Burkina","Men","Iron"
"burkina_m_niac.csv","Burkina","Men","Niacin"
"burkina_m_omega_3.csv","Burkina","Men","Omega-3 fatty acids"
"burkina_m_protein.csv","Burkina","Men","Protein"
"burkina_m_ribo.csv","Burkina","Men","Riboflavin"
"burkina_m_thia.csv","Burkina","Men","Thiamine"
"burkina_m_vita.csv","Burkina","Men","Vitamin A"
"burkina_m_vitb6.csv","Burkina","Men","Vitamin B6"
"burkina_m_vitc.csv","Burkina","Men","Vitamin C"
"burkina_m_zinc.csv","Burkina","Men","Zinc"
"burkina_w_b12.csv","Burkina","Women","Vitamin B12"
"burkina_w_calc.csv","Burkina","Women","Calcium"
"burkina_w_carb.csv","Burkina","Women","Carbohydrates"
"burkina_w_energy.csv","Burkina","Women","Energy"
"burkina_w_fat.csv","Burkina","Women","Fat"
"burkina_w_fola.csv","Burkina","Women","Folate"
"burkina_w_iron.csv","Burkina","Women","Iron"
"burkina_w_niac.csv","Burkina","Women","Niacin"
"burkina_w_omega_3.csv","Burkina","Women","Omega-3 fatty acids"
"burkina_w_protein.csv","Burkina","Women","Protein"
"burkina_w_ribo.csv","Burkina","Women","Riboflavin"
"burkina_w_thia.csv","Burkina","Women","Thiamine"
"burkina_w_vita.csv","Burkina","Women","Vitamin A"
"burkina_w_vitb6.csv","Burkina","Women","Vitamin B6"
"burkina_w_vitc.csv","Burkina","Women","Vitamin C"
"burkina_w_zinc.csv","Burkina","Women","Zinc"
"canada_m_calc.csv","Canada","Men","Calcium"
"canada_m_carb.csv","Canada","Men","Carbohydrates"
"canada_m_energy.csv","Canada","Men","Energy"
"canada_m_fat.csv","Canada","Men","Fat"
"canada_m_fiber.csv","Canada","Men","Fiber"
"canada_m_fola.csv","Canada","Men","Folate"
"canada_m_iron.csv","Canada","Men","Iron"
"canada_m_mg.csv","Canada","Men","Magnesium"
"canada_m_mufa.csv","Canada","Men","???????????"
"canada_m_na.csv","Canada","Men","???????????"
"canada_m_niac.csv","Canada","Men","Niacin"
"canada_m_omega_3.csv","Canada","Men","Omega-3 fatty acids"
"canada_m_phos.csv","Canada","Men","Phosphate"
"canada_m_pota.csv","Canada","Men","Potassium"
"canada_m_protein.csv","Canada","Men","Protein"
"canada_m_pufa.csv","Canada","Men","Polyunsaturated fatty acids"
"canada_m_ribo.csv","Canada","Men","Riboflavin"
"canada_m_satfat.csv","Canada","Men","Saturated fat"
"canada_m_sugar.csv","Canada","Men","Sugar"
"canada_m_thia.csv","Canada","Men","Thiamine"
"canada_m_vita.csv","Canada","Men","Vitamin A"
"canada_m_vitb12.csv","Canada","Men","Vitamin B12"
"canada_m_vitb6.csv","Canada","Men","Vitamin B6"
"canada_m_vitd.csv","Canada","Men","Vitamin D"
"canada_m_zinc.csv","Canada","Men","Zinc"
"canada_w_calc.csv","Canada","Women","Calcium"
"canada_w_carb.csv","Canada","Women","Carbohydrates"
"canada_w_energy.csv","Canada","Women","Energy"
"canada_w_fat.csv","Canada","Women","Fat"
"canada_w_fiber.csv","Canada","Women","Fiber"
"canada_w_fola.csv","Canada","Women","Folate"
"canada_w_iron.csv","Canada","Women","Iron"
"canada_w_mg.csv","Canada","Women","Magnesium"
"canada_w_mufa.csv","Canada","Women","???????????"
"canada_w_na.csv","Canada","Women","???????????"
"canada_w_niac.csv","Canada","Women","Niacin"
"canada_w_omega_3.csv","Canada","Women","Omega-3 fatty acids"
"canada_w_phos.csv","Canada","Women","Phosphate"
"canada_w_pota.csv","Canada","Women","Potassium"
"canada_w_protein.csv","Canada","Women","Protein"
"canada_w_pufa.csv","Canada","Women","Polyunsaturated fatty acids"
"canada_w_ribo.csv","Canada","Women","Riboflavin"
"canada_w_satfat.csv","Canada","Women","Saturated fat"
"canada_w_sugar.csv","Canada","Women","Sugar"
"canada_w_thia.csv","Canada","Women","Thiamine"
"canada_w_vita.csv","Canada","Women","Vitamin A"
"canada_w_vitb12.csv","Canada","Women","Vitamin B12"
"canada_w_vitb6.csv","Canada","Women","Vitamin B6"
"canada_w_vitc.csv","Canada","Women","Vitamin C"
"canada_w_vitd.csv","Canada","Women","Vitamin D"
"canada_w_zinc.csv","Canada","Women","Zinc"
"china_m_b12.csv","China","Men","Vitamin B12"
"china_m_calc.csv","China","Men","Calcium"
"china_m_iron.csv","China","Men","Iron"
"china_m_omega_3.csv","China","Men","Omega-3 fatty acids"
"china_m_vita.csv","China","Men","Vitamin A"
"china_m_zinc.csv","China","Men","Zinc"
"china_w_b12.csv","China","Women","Vitamin B12"
"china_w_calc.csv","China","Women","Calcium"
"china_w_iron.csv","China","Women","Iron"
"china_w_omega_3.csv","China","Women","Omega-3 fatty acids"
"china_w_vita.csv","China","Women","Vitamin A"
"china_w_zinc.csv","China","Women","Zinc"
"estonia_m_betacarot.csv","Estonia","Men","beta-Carotene"
"estonia_m_calc.csv","Estonia","Men","Calcium"
"estonia_m_carb.csv","Estonia","Men","Carbohydrates"
"estonia_m_cu.csv","Estonia","Men","Copper"
"estonia_m_energy.csv","Estonia","Men","Energy"
"estonia_m_fat.csv","Estonia","Men","Fat"
"estonia_m_fiber.csv","Estonia","Men","Fiber"
"estonia_m_fola.csv","Estonia","Men","Folate"
"estonia_m_iod.csv","Estonia","Men","Iodine"
"estonia_m_iron.csv","Estonia","Men","Iron"
"estonia_m_mg.csv","Estonia","Men","Magnesium"
"estonia_m_mufa.csv","Estonia","Men","???????????"
"estonia_m_na.csv","Estonia","Men","???????????"
"estonia_m_niac.csv","Estonia","Men","Niacin"
"estonia_m_omega_3.csv","Estonia","Men","Omega-3 fatty acids"
"estonia_m_phos.csv","Estonia","Men","Phosphate"
"estonia_m_pota.csv","Estonia","Men","Potassium"
"estonia_m_protein.csv","Estonia","Men","Protein"
"estonia_m_pufa.csv","Estonia","Men","Polyunsaturated fatty acids"
"estonia_m_ribo.csv","Estonia","Men","Riboflavin"
"estonia_m_satfat.csv","Estonia","Men","Saturated fat"
"estonia_m_se.csv","Estonia","Men","Selenium"
"estonia_m_thia.csv","Estonia","Men","Thiamine"
"estonia_m_vita.csv","Estonia","Men","Vitamin A"
"estonia_m_vitb12.csv","Estonia","Men","Vitamin B12"
"estonia_m_vitb6.csv","Estonia","Men","Vitamin B6"
"estonia_m_vitc.csv","Estonia","Men","Vitamin C"
"estonia_m_vitd.csv","Estonia","Men","Vitamin D"
"estonia_m_vite.csv","Estonia","Men","Vitamin E"
"estonia_m_zinc.csv","Estonia","Men","Zinc"
"estonia_w_betacarot.csv","Estonia","Women","beta-Carotene"
"estonia_w_calc.csv","Estonia","Women","Calcium"
"estonia_w_carb.csv","Estonia","Women","Carbohydrates"
"estonia_w_cu.csv","Estonia","Women","Copper"
"estonia_w_energy.csv","Estonia","Women","Energy"
"estonia_w_fat.csv","Estonia","Women","Fat"
"estonia_w_fiber.csv","Estonia","Women","Fiber"
"estonia_w_fola.csv","Estonia","Women","Folate"
"estonia_w_iod.csv","Estonia","Women","Iodine"
"estonia_w_iron.csv","Estonia","Women","Iron"
"estonia_w_mg.csv","Estonia","Women","Magnesium"
"estonia_w_mufa.csv","Estonia","Women","???????????"
"estonia_w_na.csv","Estonia","Women","???????????"
"estonia_w_niac.csv","Estonia","Women","Niacin"
"estonia_w_omega_3.csv","Estonia","Women","Omega-3 fatty acids"
"estonia_w_phos.csv","Estonia","Women","Phosphate"
"estonia_w_pota.csv","Estonia","Women","Potassium"
"estonia_w_protein.csv","Estonia","Women","Protein"
"estonia_w_pufa.csv","Estonia","Women","Polyunsaturated fatty acids"
"estonia_w_ribo.csv","Estonia","Women","Riboflavin"
"estonia_w_satfat.csv","Estonia","Women","Saturated fat"
"estonia_w_se.csv","Estonia","Women","Selenium"
"estonia_w_thia.csv","Estonia","Women","Thiamine"
"estonia_w_vita.csv","Estonia","Women","Vitamin A"
"estonia_w_vitb12.csv","Estonia","Women","Vitamin B12"
"estonia_w_vitb6.csv","Estonia","Women","Vitamin B6"
"estonia_w_vitc.csv","Estonia","Women","Vitamin C"
"estonia_w_vitd.csv","Estonia","Women","Vitamin D"
"estonia_w_vite.csv","Estonia","Women","Vitamin E"
"estonia_w_zinc.csv","Estonia","Women","Zinc"
"ethiopia_w_betacarot.csv","Ethiopia","Women","beta-Carotene"
"ethiopia_w_calc.csv","Ethiopia","Women","Calcium"
"ethiopia_w_carb.csv","Ethiopia","Women","Carbohydrates"
"ethiopia_w_energy.csv","Ethiopia","Women","Energy"
"ethiopia_w_fat.csv","Ethiopia","Women","Fat"
"ethiopia_w_fiber.csv","Ethiopia","Women","Fiber"
"ethiopia_w_fola.csv","Ethiopia","Women","Folate"
"ethiopia_w_iron.csv","Ethiopia","Women","Iron"
"ethiopia_w_niac.csv","Ethiopia","Women","Niacin"
"ethiopia_w_phos.csv","Ethiopia","Women","Phosphate"
"ethiopia_w_protein.csv","Ethiopia","Women","Protein"
"ethiopia_w_ribo.csv","Ethiopia","Women","Riboflavin"
"ethiopia_w_thia.csv","Ethiopia","Women","Thiamine"
"ethiopia_w_vita.csv","Ethiopia","Women","Vitamin A"
"ethiopia_w_vitc.csv","Ethiopia","Women","Vitamin C"
"ethiopia_w_zinc.csv","Ethiopia","Women","Zinc"
"italy_m_b12.csv","Italy","Men","Vitamin B12"
"italy_m_bcarot.csv","Italy","Men","beta-Carotene"
"italy_m_calc.csv","Italy","Men","Calcium"
"italy_m_fiber.csv","Italy","Men","Fiber"
"italy_m_fola.csv","Italy","Men","Folate"
"italy_m_iron.csv","Italy","Men","Iron"
"italy_m_mg.csv","Italy","Men","Magnesium"
"italy_m_niac.csv","Italy","Men","Niacin"
"italy_m_omega_3.csv","Italy","Men","Omega-3 fatty acids"
"italy_m_phos.csv","Italy","Men","Phosphate"
"italy_m_pota.csv","Italy","Men","Potassium"
"italy_m_retol.csv","Italy","Men","???????????"
"italy_m_ribo.csv","Italy","Men","Riboflavin"
"italy_m_thia.csv","Italy","Men","Thiamine"
"italy_m_vita.csv","Italy","Men","Vitamin A"
"italy_m_vitb6.csv","Italy","Men","Vitamin B6"
"italy_m_vitc.csv","Italy","Men","Vitamin C"
